audio_time_seconds,wall_time_seconds,event,current_motion_id,pending_motion_id,preferred_motion_id,transition_motion_id,fallback_reason,current_phase,transition_phase,transition_blend,transition_reason,entry_phase,entry_total_score,entry_pose_score,entry_velocity_score,entry_contact_score,entry_root_score,entry_music_score,entry_remaining_seconds,transition_duration_seconds,motion_timing,speed_multiplier,target_speed_multiplier,transition_speed_multiplier,phase_correction_remaining,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_rad_s,raw_max_wrist_speed_joint,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_rad_s,output_max_wrist_speed_joint,root_x,root_y,root_z,root_yaw,switch_anchor_xy_delta_m,switch_anchor_z_delta_m,switch_anchor_yaw_delta_rad,post_switch_xy_delta_m,post_switch_z_delta_m,post_switch_yaw_delta_rad,accepted_beat_time_seconds,accepted_beat_pose_error_rad,accepted_beat_delay_seconds,accepted_beat_limiter_joints,target_max_joint_speed_rad_s,output_max_joint_speed_rad_s,output_max_joint_acceleration_rad_s2,limiter_activated_joints,limiter_activation_rate,collision_override,limiter_enabled,terminal_safe_idle_active,ready_pool_size,ready_motion_ids,failed_motion_ids,motion_load_ms,motion_grounding_ms,entry_feature_ms,motion_fully_ready_ms,match_state,match_confidence,match_rejection_reason,beat_quality,signal_rms,dynamic_range_db,negative_style_score,top_genre,top_genre_score,track_margin,motion_margin,ranked_tracks,ranked_motions,query_tags,current_motion_cluster_id,pending_motion_cluster_id,top_track_id,top_track_score,top_motion_id,top_motion_score,query_bpm
0.000000,-0.998784900,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.000000000,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.415788710,right_wrist_roll,0.000000000,,0.415788710,right_wrist_roll,0.000000000,,0.000000,0.000000,0.882814,0.000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.056000,0.071062900,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.022242834,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144628117,right_wrist_yaw,0.000089526,left_wrist_roll,0.144325877,right_wrist_yaw,0.000000000,right_wrist_yaw,-0.034241,0.117610,0.893159,-0.024348,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.207010,0.000000,16.129346,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.120000,0.139155900,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.023629447,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144592028,right_wrist_yaw,0.003044933,left_wrist_roll,0.144325877,right_wrist_yaw,0.000000000,right_wrist_yaw,-0.034241,0.117610,0.893159,-0.024348,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.489721,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.152000,0.171386900,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.024332965,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144592449,right_wrist_yaw,0.000086464,left_wrist_roll,0.144325877,right_wrist_yaw,0.000000000,right_wrist_yaw,-0.034241,0.117610,0.893159,-0.024348,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.584945,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.216000,0.221605200,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.025374490,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144396104,right_wrist_yaw,0.006353538,left_wrist_roll,0.144325877,right_wrist_yaw,0.000000000,right_wrist_yaw,-0.034241,0.117610,0.893159,-0.024348,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.670468,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.280000,0.285107300,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.026722579,,0.000000,,,,,,,,,,0.500000,beat-sync,0.934064,1.000000,,-0.019433457,0.230875906,right_wrist_yaw,3.014066529,left_wrist_yaw,0.230875906,right_wrist_yaw,3.275931380,left_wrist_yaw,0.010243,0.100873,0.864582,-0.135158,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,9.440848,8.993976,558.743376,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.312000,0.318718600,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.027337284,,0.000000,,,,,,,,,,0.500000,beat-sync,0.867357,1.000000,,-0.019352817,0.204418513,right_wrist_yaw,1.028752175,left_wrist_yaw,0.204418513,right_wrist_yaw,1.085779486,left_wrist_yaw,0.020289,0.088307,0.864212,-0.169577,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,3.477905,3.294125,479.463172,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.376000,0.385519300,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.028430781,,0.000000,,,,,,,,,,0.500000,beat-sync,0.733500,1.000000,,-0.019051004,0.174815252,right_wrist_yaw,0.376234493,left_wrist_yaw,0.174815252,right_wrist_yaw,0.395999627,left_wrist_yaw,0.038573,0.068849,0.859035,-0.192264,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,6.611865,6.287802,119.366592,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.376000,0.401750300,beat_limiter_result,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.028673345,,0.000000,,,,,,,,,,0.500000,beat-sync,0.700270,1.000000,,-0.018947181,0.171172246,right_wrist_yaw,0.287785371,left_wrist_yaw,0.171172246,right_wrist_yaw,0.310943174,left_wrist_yaw,0.042147,0.064954,0.858352,-0.198770,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,0.000000000,,6.080475,5.768728,69.522604,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.408000,0.418534700,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.028903052,,0.000000,,,,,,,,,,0.500000,beat-sync,0.667244,1.000000,,-0.018832626,0.167312039,right_wrist_yaw,0.231612455,right_wrist_yaw,0.167312039,right_wrist_yaw,0.241083668,right_wrist_yaw,0.045272,0.061267,0.858054,-0.206555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,0.000000000,,5.656589,5.397306,37.118738,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
