audio_time_seconds,wall_time_seconds,event,current_motion_id,pending_motion_id,preferred_motion_id,audio_history_seconds,shortlist,terminal_time_seconds,entry_frame_index,preparation_delay_seconds,transition_motion_id,fallback_reason,current_phase,transition_phase,transition_blend,transition_reason,entry_phase,entry_total_score,entry_pose_score,entry_velocity_score,entry_contact_score,entry_root_score,entry_music_score,entry_remaining_seconds,transition_duration_seconds,motion_timing,speed_multiplier,target_speed_multiplier,transition_speed_multiplier,phase_correction_remaining,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_rad_s,raw_max_wrist_speed_joint,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_rad_s,output_max_wrist_speed_joint,root_x,root_y,root_z,root_yaw,switch_anchor_xy_delta_m,switch_anchor_z_delta_m,switch_anchor_yaw_delta_rad,post_switch_xy_delta_m,post_switch_z_delta_m,post_switch_yaw_delta_rad,accepted_beat_time_seconds,accepted_beat_pose_error_rad,accepted_beat_delay_seconds,accepted_beat_limiter_joints,target_max_joint_speed_rad_s,output_max_joint_speed_rad_s,output_max_joint_acceleration_rad_s2,limiter_activated_joints,limiter_activation_rate,collision_override,limiter_enabled,terminal_safe_idle_active,ready_pool_size,ready_motion_ids,failed_motion_ids,motion_load_ms,motion_grounding_ms,entry_feature_ms,motion_fully_ready_ms,match_state,match_confidence,match_rejection_reason,beat_quality,signal_rms,dynamic_range_db,negative_style_score,top_genre,top_genre_score,track_margin,motion_margin,ranked_tracks,ranked_motions,query_tags,current_motion_cluster_id,pending_motion_cluster_id,top_track_id,top_track_score,top_motion_id,top_motion_score,query_bpm
0.000000,-0.998181900,,gHO_sBM_cAll_d20_mHO5_ch01,,,0.000000,,,,,,,0.000000000,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.071736909,right_wrist_yaw,0.000000000,,0.071736909,right_wrist_yaw,0.000000000,,0.000000,0.000000,0.829246,0.000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,HO:v0:k0:r0,,,,,,
0.024000,0.035658800,,gHO_sBM_cAll_d20_mHO5_ch01,,,0.000000,,,,,,,0.145569155,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.302741871,left_wrist_yaw,1.960301809,left_wrist_roll,0.302741871,left_wrist_yaw,2.065319158,left_wrist_roll,0.025760,0.089962,0.810590,-1.079228,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,6.836939,6.398941,96.672950,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,HO:v0:k0:r0,,,,,,
0.056000,0.068725700,,gHO_sBM_cAll_d20_mHO5_ch01,,,0.000000,,,,,,,0.150302746,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.232308876,left_wrist_yaw,2.599243506,left_wrist_yaw,0.232308876,left_wrist_yaw,2.680605237,left_wrist_yaw,0.015837,0.083060,0.805550,-1.030203,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,7.894820,7.513492,150.114679,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,HO:v0:k0:r0,,,,,,
0.088000,0.101851900,,gHO_sBM_cAll_d20_mHO5_ch01,,,0.000000,,,,,,,0.154962620,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.138722974,left_wrist_yaw,2.804654578,left_wrist_yaw,0.138722974,left_wrist_yaw,2.879297486,left_wrist_yaw,0.009006,0.077577,0.805989,-1.010977,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,6.793063,6.461824,65.345604,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,HO:v0:k0:r0,,,,,,
0.120000,0.126663300,,gHO_sBM_cAll_d20_mHO5_ch01,,,0.000000,,,,,,,0.158468648,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.145114107,right_wrist_yaw,1.832774869,left_wrist_yaw,0.145114107,right_wrist_yaw,1.935634485,left_wrist_yaw,0.004152,0.073970,0.812577,-0.989300,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,5.651448,5.375665,351.581958,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,HO:v0:k0:r0,,,,,,
0.152000,0.160375900,,gHO_sBM_cAll_d20_mHO5_ch01,,,0.000000,,,,,,,0.163218465,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.172066037,right_wrist_yaw,0.206700238,right_wrist_yaw,0.172066037,right_wrist_yaw,0.213680761,right_wrist_yaw,-0.008302,0.070981,0.827275,-0.955292,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.655412,0.624191,152.560085,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,HO:v0:k0:r0,,,,,,
0.184000,0.193427900,,gHO_sBM_cAll_d20_mHO5_ch01,,,0.000000,,,,,,,0.167867155,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.171709082,right_wrist_yaw,0.063414975,right_wrist_roll,0.171709082,right_wrist_yaw,0.069004626,right_wrist_roll,-0.021617,0.066800,0.841067,-0.908656,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.075949,0.072634,8.324421,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,HO:v0:k0:r0,,,,,,
0.216000,0.226963900,,gHO_sBM_cAll_d20_mHO5_ch01,,,0.000000,,,,,,,0.172592549,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.171435523,right_wrist_yaw,0.050767975,left_wrist_roll,0.171435523,right_wrist_yaw,0.051856548,left_wrist_roll,-0.035362,0.061748,0.849780,-0.845904,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.103642,0.099392,9.728531,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,HO:v0:k0:r0,,,,,,
0.248000,0.252166700,,gHO_sBM_cAll_d20_mHO5_ch01,,,0.000000,,,,,,,0.176122761,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.171282576,right_wrist_yaw,0.030038504,left_wrist_roll,0.171282576,right_wrist_yaw,0.031746866,left_wrist_roll,-0.044063,0.058462,0.852411,-0.790887,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.058184,0.055347,4.586443,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,HO:v0:k0:r0,,,,,,
0.280000,0.285219400,,gHO_sBM_cAll_d20_mHO5_ch01,,,0.000000,,,,,,,0.180586370,,0.000000,,,,,,,,,,0.500000,beat-sync,0.933884,1.000000,,-0.117244881,0.210187232,right_wrist_yaw,3.187773560,right_wrist_roll,0.210187232,right_wrist_yaw,3.496101767,right_wrist_roll,-0.053372,0.055605,0.848254,-0.740956,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,9.322135,8.825921,407.623747,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,HO:v0:k0:r0,,,,,,
