audio_time_seconds,wall_time_seconds,event,transition_backend,bridge_preparation_status,bridge_failure_reason,bridge_position_residual,bridge_velocity_residual,bridge_acceleration_residual,bridge_output_modified,boundary_effect_weight,bridge_generation,current_motion_id,pending_motion_id,preferred_motion_id,audio_history_seconds,shortlist,terminal_time_seconds,entry_frame_index,preparation_delay_seconds,exit_frame_index,exit_seconds,exit_phase,trimmed_seconds,transition_pair_count,bridge_attempts,transition_preparation_seconds,transition_motion_id,fallback_reason,current_phase,transition_phase,transition_blend,transition_reason,entry_phase,entry_total_score,entry_pose_score,entry_velocity_score,entry_contact_score,entry_root_score,entry_music_score,entry_remaining_seconds,transition_duration_seconds,motion_timing,speed_multiplier,target_speed_multiplier,transition_speed_multiplier,phase_correction_remaining,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_rad_s,raw_max_wrist_speed_joint,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_rad_s,output_max_wrist_speed_joint,root_x,root_y,root_z,root_yaw,switch_anchor_xy_delta_m,switch_anchor_z_delta_m,switch_anchor_yaw_delta_rad,post_switch_xy_delta_m,post_switch_z_delta_m,post_switch_yaw_delta_rad,accepted_beat_time_seconds,accepted_beat_pose_error_rad,accepted_beat_delay_seconds,accepted_beat_limiter_joints,target_max_joint_speed_rad_s,output_max_joint_speed_rad_s,output_max_joint_acceleration_rad_s2,limiter_activated_joints,limiter_activation_rate,collision_override,limiter_enabled,terminal_safe_idle_active,ready_pool_size,ready_motion_ids,failed_motion_ids,motion_load_ms,motion_grounding_ms,entry_feature_ms,motion_fully_ready_ms,match_state,match_confidence,match_rejection_reason,beat_quality,signal_rms,dynamic_range_db,negative_style_score,top_genre,top_genre_score,track_margin,motion_margin,ranked_tracks,ranked_motions,query_tags,current_motion_cluster_id,pending_motion_cluster_id,top_track_id,top_track_score,top_motion_id,top_motion_score,query_bpm
0.000000,-0.997917100,,hermite,awaiting_retrieval,,,,,0,7.666414149243202e-11,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.000010289,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,0.776582645,right_wrist_pitch,0.000000000,,0.776582645,right_wrist_pitch,0.000000000,,0.000000,0.000000,0.836892,0.000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.056000,0.086819400,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.113085767,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,-0.013122,-0.009984,0.822936,-0.071718,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.120000,0.136812300,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.118282341,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,-0.009323,-0.011117,0.824558,-0.068044,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.152000,0.169572800,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.121785350,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,-0.005586,-0.012442,0.824857,-0.065173,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.216000,0.236754800,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.128743200,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,-0.001980,-0.015032,0.825125,-0.060719,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.280000,0.302961900,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.135671176,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,-0.001678,-0.018336,0.824319,-0.057647,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.312000,0.337150700,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.139196943,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,-0.002248,-0.019825,0.823296,-0.060347,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.376000,0.387156900,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.144400831,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,-0.003093,-0.021321,0.821484,-0.068582,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.408000,0.420764400,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.147891850,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,1.972219944,right_wrist_roll,0.000000000,left_wrist_pitch,-0.003376,-0.021944,0.820338,-0.076555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.472000,0.503852300,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.156540945,,0.000000,,,,,,,,,,0.000000,beat-sync,0.990004,1.000000,,-0.000251759,1.971438795,right_wrist_roll,0.013839376,right_wrist_roll,1.971438795,right_wrist_roll,0.014424311,right_wrist_roll,-0.001302,-0.021733,0.819758,-0.091260,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.440000,0.000000000,,,0.088169,0.084148,4.750743,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
