audio_time_seconds,wall_time_seconds,event,transition_backend,bridge_preparation_status,bridge_failure_reason,bridge_position_residual,bridge_velocity_residual,bridge_acceleration_residual,bridge_output_modified,boundary_effect_weight,bridge_generation,current_motion_id,pending_motion_id,preferred_motion_id,audio_history_seconds,shortlist,terminal_time_seconds,entry_frame_index,preparation_delay_seconds,exit_frame_index,exit_seconds,exit_phase,trimmed_seconds,transition_pair_count,bridge_attempts,transition_preparation_seconds,transition_motion_id,fallback_reason,current_phase,transition_phase,transition_blend,transition_reason,entry_phase,entry_total_score,entry_pose_score,entry_velocity_score,entry_contact_score,entry_root_score,entry_music_score,entry_remaining_seconds,transition_duration_seconds,motion_timing,speed_multiplier,target_speed_multiplier,transition_speed_multiplier,phase_correction_remaining,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_rad_s,raw_max_wrist_speed_joint,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_rad_s,output_max_wrist_speed_joint,root_x,root_y,root_z,root_yaw,switch_anchor_xy_delta_m,switch_anchor_z_delta_m,switch_anchor_yaw_delta_rad,post_switch_xy_delta_m,post_switch_z_delta_m,post_switch_yaw_delta_rad,accepted_beat_time_seconds,accepted_beat_pose_error_rad,accepted_beat_delay_seconds,accepted_beat_limiter_joints,target_max_joint_speed_rad_s,output_max_joint_speed_rad_s,output_max_joint_acceleration_rad_s2,limiter_activated_joints,limiter_activation_rate,collision_override,limiter_enabled,terminal_safe_idle_active,ready_pool_size,ready_motion_ids,failed_motion_ids,motion_load_ms,motion_grounding_ms,entry_feature_ms,motion_fully_ready_ms,match_state,match_confidence,match_rejection_reason,beat_quality,signal_rms,dynamic_range_db,negative_style_score,top_genre,top_genre_score,track_margin,motion_margin,ranked_tracks,ranked_motions,query_tags,current_motion_cluster_id,pending_motion_cluster_id,top_track_id,top_track_score,top_motion_id,top_motion_score,query_bpm
0.000000,-0.973808400,,hermite,awaiting_retrieval,,,,,0,2.3090556905556565e-10,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.000014859,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,0.776995451,right_wrist_pitch,0.000000000,,0.776995451,right_wrist_pitch,0.000000000,,0.000000,0.000000,0.836889,0.000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.056000,0.087329900,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.111008630,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,-0.015284,-0.009346,0.822063,-0.072823,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.002298851,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.120000,0.138510100,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.116114598,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,-0.010083,-0.010950,0.823830,-0.069983,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.002189381,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.152000,0.170134200,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.119624682,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,-0.007604,-0.011629,0.824671,-0.066672,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.002155172,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.216000,0.233426600,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.126359457,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,-0.002573,-0.014091,0.825061,-0.062461,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.002028398,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.280000,0.296349600,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.133201085,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,-0.001193,-0.017219,0.824807,-0.057582,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.001915709,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.312000,0.329500400,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.136696696,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,-0.001555,-0.018840,0.824022,-0.058006,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.001863933,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.376000,0.396629400,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.143655329,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,-0.003460,-0.021049,0.821784,-0.067584,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.001768347,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.408000,0.430665700,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.147127294,,0.000000,,,,,,,,,,0.000000,beat-sync,1.000000,1.000000,,0.000000000,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,1.972219944,right_wrist_roll,0.000000000,right_wrist_roll,-0.003962,-0.021758,0.820620,-0.075337,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.001724138,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
0.472000,0.499953700,,hermite,awaiting_retrieval,,,,,0,1.0,0,gLO_sBM_cAll_d13_mLO2_ch02,,,0.000000,,,,,,,,,,,,,,0.154112799,,0.000000,,,,,,,,,,0.000000,beat-sync,1.016265,1.000000,,0.000409557,1.971932830,right_wrist_roll,0.017178620,right_wrist_roll,1.971932830,right_wrist_roll,0.016247508,right_wrist_roll,-0.001998,-0.021868,0.819369,-0.087753,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.472000,0.000000000,,,0.251896,0.232908,12.117324,,0.001642036,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,LO:v0:k1:r1,,,,,,
