capture_index,motion_id,authored_seconds,duration,status,event,weight
0,gLO_sBM_cAll_d13_mLO2_ch02,6.819999907747842e-05,9.583333333333334,awaiting_retrieval,,2.5371972525707966e-11
1,gLO_sBM_cAll_d13_mLO2_ch02,0.017027800000505522,9.583333333333334,awaiting_retrieval,,0.0003750697316734947
2,gLO_sBM_cAll_d13_mLO2_ch02,0.03368580000096699,9.583333333333334,awaiting_retrieval,,0.0027572507186586627
3,gLO_sBM_cAll_d13_mLO2_ch02,0.05035919999863836,9.583333333333334,awaiting_retrieval,,0.008735687674544173
4,gLO_sBM_cAll_d13_mLO2_ch02,0.06695019999824581,9.583333333333334,awaiting_retrieval,,0.019443783220641567
5,gLO_sBM_cAll_d13_mLO2_ch02,0.08361270000023069,9.583333333333334,awaiting_retrieval,,0.03581803567470957
6,gLO_sBM_cAll_d13_mLO2_ch02,0.10014089999822318,9.583333333333334,awaiting_retrieval,,0.05813665111053072
7,gLO_sBM_cAll_d13_mLO2_ch02,0.11680970000088564,9.583333333333334,awaiting_retrieval,,0.08699881942431585
8,gLO_sBM_cAll_d13_mLO2_ch02,0.13349580000067365,9.583333333333334,awaiting_retrieval,,0.12224171375177481
9,gLO_sBM_cAll_d13_mLO2_ch02,0.15012420000130083,9.583333333333334,awaiting_retrieval,,0.16340878865402364
10,gLO_sBM_cAll_d13_mLO2_ch02,0.1672720999995364,9.583333333333334,awaiting_retrieval,,0.2116736720410389
11,gLO_sBM_cAll_d13_mLO2_ch02,0.18345039999985616,9.583333333333334,awaiting_retrieval,,0.2619778985104647
12,gLO_sBM_cAll_d13_mLO2_ch02,0.2004936000012096,9.583333333333334,awaiting_retrieval,,0.3191472807400797
13,gLO_sBM_cAll_d13_mLO2_ch02,0.21705479999945987,9.583333333333334,awaiting_retrieval,,0.3778783788061129
14,gLO_sBM_cAll_d13_mLO2_ch02,0.23379120000026915,9.583333333333334,awaiting_retrieval,,0.43938712359769144
15,gLO_sBM_cAll_d13_mLO2_ch02,0.25034589999995693,9.583333333333334,awaiting_retrieval,,0.5012971233444061
16,gLO_sBM_cAll_d13_mLO2_ch02,0.2670021000012642,9.583333333333334,awaiting_retrieval,,0.5635615549486641
17,gLO_sBM_cAll_d13_mLO2_ch02,0.2836739000013042,9.583333333333334,awaiting_retrieval,,0.6247580823133975
18,gLO_sBM_cAll_d13_mLO2_ch02,0.30020839999997423,9.583333333333334,awaiting_retrieval,,0.6832799799213832
19,gLO_sBM_cAll_d13_mLO2_ch02,0.3168657999995049,9.583333333333334,awaiting_retrieval,,0.739045014444019
20,gLO_sBM_cAll_d13_mLO2_ch02,0.3335416999980226,9.583333333333334,awaiting_retrieval,,0.7907404533332939
21,gLO_sBM_cAll_d13_mLO2_ch02,0.35024459999840474,9.583333333333334,awaiting_retrieval,,0.8375666082138061
22,gLO_sBM_cAll_d13_mLO2_ch02,0.36691509999945987,9.583333333333334,awaiting_retrieval,,0.8787007168022606
23,gLO_sBM_cAll_d13_mLO2_ch02,0.3835594000011041,9.583333333333334,awaiting_retrieval,,0.9137095289545707
24,gLO_sBM_cAll_d13_mLO2_ch02,0.40067920000001306,9.583333333333334,awaiting_retrieval,,0.9431179379117145
25,gLO_sBM_cAll_d13_mLO2_ch02,0.41724189999877104,9.583333333333334,awaiting_retrieval,,0.9651682781212984
26,gLO_sBM_cAll_d13_mLO2_ch02,0.43348409999816767,9.583333333333334,awaiting_retrieval,,0.9809047584885006
27,gLO_sBM_cAll_d13_mLO2_ch02,0.4501371000005744,9.583333333333334,awaiting_retrieval,,0.9915064682941972
