capture_index,motion_id,authored_seconds,duration,status,event,weight
0,gLO_sBM_cAll_d13_mLO2_ch02,5.739999687648378e-05,9.583333333333334,awaiting_retrieval,,1.5126930263876327e-11
1,gLO_sBM_cAll_d13_mLO2_ch02,0.017158099999505794,9.583333333333334,awaiting_retrieval,,0.00038359245890911295
2,gLO_sBM_cAll_d13_mLO2_ch02,0.033823300000221934,9.583333333333334,awaiting_retrieval,,0.002789944730608997
3,gLO_sBM_cAll_d13_mLO2_ch02,0.05047529999865219,9.583333333333334,awaiting_retrieval,,0.00879295160411975
4,gLO_sBM_cAll_d13_mLO2_ch02,0.06696089999968535,9.583333333333334,awaiting_retrieval,,0.01945241883395381
5,gLO_sBM_cAll_d13_mLO2_ch02,0.08350779999818769,9.583333333333334,awaiting_retrieval,,0.03569609444825788
6,gLO_sBM_cAll_d13_mLO2_ch02,0.10054139999920153,9.583333333333334,awaiting_retrieval,,0.058754967567033925
7,gLO_sBM_cAll_d13_mLO2_ch02,0.11719599999923958,9.583333333333334,awaiting_retrieval,,0.08774351685295925
8,gLO_sBM_cAll_d13_mLO2_ch02,0.13348479999694973,9.583333333333334,awaiting_retrieval,,0.12221643623370532
9,gLO_sBM_cAll_d13_mLO2_ch02,0.150469999996858,9.583333333333334,awaiting_retrieval,,0.16432584449945806
10,gLO_sBM_cAll_d13_mLO2_ch02,0.16711579999901013,9.583333333333334,awaiting_retrieval,,0.21120909929313886
11,gLO_sBM_cAll_d13_mLO2_ch02,0.18392820000008228,9.583333333333334,awaiting_retrieval,,0.2635264035466283
12,gLO_sBM_cAll_d13_mLO2_ch02,0.20057420000011933,9.583333333333334,awaiting_retrieval,,0.31942632763573603
13,gLO_sBM_cAll_d13_mLO2_ch02,0.21725199999855271,9.583333333333334,awaiting_retrieval,,0.37859256802464714
14,gLO_sBM_cAll_d13_mLO2_ch02,0.23393509999732515,9.583333333333334,awaiting_retrieval,,0.4399222613730394
15,gLO_sBM_cAll_d13_mLO2_ch02,0.25057839999863096,9.583333333333334,awaiting_retrieval,,0.5021689922548094
16,gLO_sBM_cAll_d13_mLO2_ch02,0.2671588999983217,9.583333333333334,awaiting_retrieval,,0.5641440782664761
17,gLO_sBM_cAll_d13_mLO2_ch02,0.28367449999859695,9.583333333333334,awaiting_retrieval,,0.6247602513997322
18,gLO_sBM_cAll_d13_mLO2_ch02,0.3003078000001553,9.583333333333334,awaiting_retrieval,,0.6836232100672537
19,gLO_sBM_cAll_d13_mLO2_ch02,0.3170386999991025,9.583333333333334,awaiting_retrieval,,0.7396037195777098
20,gLO_sBM_cAll_d13_mLO2_ch02,0.3335525000002236,9.583333333333334,awaiting_retrieval,,0.7907724122571509
21,gLO_sBM_cAll_d13_mLO2_ch02,0.3502072999981465,9.583333333333334,awaiting_retrieval,,0.8374680824392237
22,gLO_sBM_cAll_d13_mLO2_ch02,0.3671386999994865,9.583333333333334,awaiting_retrieval,,0.8792120057183848
23,gLO_sBM_cAll_d13_mLO2_ch02,0.3837566999973204,9.583333333333334,awaiting_retrieval,,0.9140868922057952
24,gLO_sBM_cAll_d13_mLO2_ch02,0.40036019999752154,9.583333333333334,awaiting_retrieval,,0.9426317726968464
25,gLO_sBM_cAll_d13_mLO2_ch02,0.41718349999791804,9.583333333333334,awaiting_retrieval,,0.9651013934543974
26,gLO_sBM_cAll_d13_mLO2_ch02,0.4339092999980491,9.583333333333334,awaiting_retrieval,,0.9812422847939721
27,gLO_sBM_cAll_d13_mLO2_ch02,0.45053479999842205,9.583333333333334,awaiting_retrieval,,0.9916974473084565
28,gLO_sBM_cAll_d13_mLO2_ch02,0.4671965999987147,9.583333333333334,awaiting_retrieval,,0.9974467238485426
29,gLO_sBM_cAll_d13_mLO2_ch02,0.48380829999950903,9.583333333333334,awaiting_retrieval,,0.9996766826835649
30,gLO_sBM_cAll_d13_mLO2_ch02,0.5004098999997946,9.583333333333334,awaiting_retrieval,,1.0
31,gLO_sBM_cAll_d13_mLO2_ch02,0.5169373999997329,9.583333333333334,awaiting_retrieval,,1.0
32,gLO_sBM_cAll_d13_mLO2_ch02,0.5335445999990038,9.583333333333334,awaiting_retrieval,,1.0
33,gLO_sBM_cAll_d13_mLO2_ch02,0.5504870999975532,9.583333333333334,awaiting_retrieval,,1.0
34,gLO_sBM_cAll_d13_mLO2_ch02,0.5670895000002923,9.583333333333334,awaiting_retrieval,,1.0
