audio_time_seconds,wall_time_seconds,event,current_motion_id,pending_motion_id,preferred_motion_id,transition_motion_id,fallback_reason,current_phase,transition_phase,transition_blend,transition_reason,entry_phase,entry_total_score,entry_pose_score,entry_velocity_score,entry_contact_score,entry_root_score,entry_music_score,entry_remaining_seconds,transition_duration_seconds,motion_timing,speed_multiplier,target_speed_multiplier,transition_speed_multiplier,phase_correction_remaining,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_rad_s,raw_max_wrist_speed_joint,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_rad_s,output_max_wrist_speed_joint,root_x,root_y,root_z,root_yaw,switch_anchor_xy_delta_m,switch_anchor_z_delta_m,switch_anchor_yaw_delta_rad,post_switch_xy_delta_m,post_switch_z_delta_m,post_switch_yaw_delta_rad,accepted_beat_time_seconds,accepted_beat_pose_error_rad,accepted_beat_delay_seconds,accepted_beat_limiter_joints,target_max_joint_speed_rad_s,output_max_joint_speed_rad_s,output_max_joint_acceleration_rad_s2,limiter_activated_joints,limiter_activation_rate,collision_override,limiter_enabled,terminal_safe_idle_active,ready_pool_size,ready_motion_ids,failed_motion_ids,motion_load_ms,motion_grounding_ms,entry_feature_ms,motion_fully_ready_ms,match_state,match_confidence,match_rejection_reason,beat_quality,signal_rms,dynamic_range_db,negative_style_score,top_genre,top_genre_score,track_margin,motion_margin,ranked_tracks,ranked_motions,query_tags,current_motion_cluster_id,pending_motion_cluster_id,top_track_id,top_track_score,top_motion_id,top_motion_score,query_bpm
0.000000,-0.998354500,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.000000000,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.415788710,right_wrist_roll,0.000000000,,0.415788710,right_wrist_roll,0.000000000,,0.000000,0.000000,0.882814,0.000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.056000,0.087721100,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.022595739,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144628039,right_wrist_yaw,0.000092986,right_wrist_roll,0.144383690,right_wrist_yaw,0.000000000,left_wrist_pitch,-0.034196,0.117746,0.892653,-0.023749,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.225772,0.000000,0.072367,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.120000,0.137334600,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.023636687,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144591804,right_wrist_yaw,0.003076210,left_wrist_roll,0.144383690,right_wrist_yaw,0.000000000,left_wrist_pitch,-0.034196,0.117746,0.892653,-0.023749,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.403796,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.152000,0.170538300,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.024330713,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144592250,right_wrist_yaw,0.000088091,right_wrist_roll,0.144383690,right_wrist_yaw,0.000000000,left_wrist_pitch,-0.034196,0.117746,0.892653,-0.023749,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.553943,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.216000,0.237171300,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.025721062,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144341880,right_wrist_yaw,0.012402056,left_wrist_roll,0.144383690,right_wrist_yaw,0.000000000,left_wrist_pitch,-0.034196,0.117746,0.892653,-0.023749,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.673906,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.280000,0.301882700,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.027036093,,0.000000,,,,,,,,,,0.500000,beat-sync,0.900616,1.000000,,-0.019398313,0.218757106,right_wrist_yaw,2.120184709,left_wrist_yaw,0.218757106,right_wrist_yaw,2.233343771,left_wrist_yaw,0.015433,0.094473,0.864313,-0.155607,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,8.896544,8.483065,389.541081,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.312000,0.335368100,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.027628043,,0.000000,,,,,,,,,,0.500000,beat-sync,0.833849,1.000000,,-0.019294292,0.193374873,right_wrist_yaw,0.939830393,left_wrist_pitch,0.193374873,right_wrist_yaw,1.045168772,left_wrist_pitch,0.025505,0.082806,0.863659,-0.175734,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,4.831595,4.567976,271.218684,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.376000,0.385589800,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.028432682,,0.000000,,,,,,,,,,0.500000,beat-sync,0.733172,1.000000,,-0.019049487,0.174762802,right_wrist_yaw,0.370491681,left_wrist_yaw,0.174762802,right_wrist_yaw,0.389095096,left_wrist_yaw,0.038602,0.068818,0.859024,-0.192315,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,6.515823,6.217706,117.877506,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.376000,0.402020300,beat_limiter_result,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.028671371,,0.000000,,,,,,,,,,0.500000,beat-sync,0.700483,1.000000,,-0.018947427,0.171176617,right_wrist_yaw,0.282921890,left_wrist_yaw,0.171176617,right_wrist_yaw,0.301916676,left_wrist_yaw,0.042118,0.064985,0.858355,-0.198717,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,0.000000000,,5.908218,5.618482,69.391498,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.408000,0.418758800,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.028904975,,0.000000,,,,,,,,,,0.500000,beat-sync,0.666878,1.000000,,-0.018830736,0.167250502,right_wrist_yaw,0.235566896,right_wrist_yaw,0.167250502,right_wrist_yaw,0.245836982,right_wrist_yaw,0.045291,0.061236,0.858053,-0.206664,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,0.000000000,,5.771222,5.504845,32.373786,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
