audio_time_seconds,wall_time_seconds,event,current_motion_id,pending_motion_id,preferred_motion_id,transition_motion_id,fallback_reason,current_phase,transition_phase,transition_blend,transition_reason,entry_phase,entry_total_score,entry_pose_score,entry_velocity_score,entry_contact_score,entry_root_score,entry_music_score,entry_remaining_seconds,transition_duration_seconds,motion_timing,speed_multiplier,target_speed_multiplier,transition_speed_multiplier,phase_correction_remaining,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_rad_s,raw_max_wrist_speed_joint,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_rad_s,output_max_wrist_speed_joint,root_x,root_y,root_z,root_yaw,switch_anchor_xy_delta_m,switch_anchor_z_delta_m,switch_anchor_yaw_delta_rad,post_switch_xy_delta_m,post_switch_z_delta_m,post_switch_yaw_delta_rad,accepted_beat_time_seconds,accepted_beat_pose_error_rad,accepted_beat_delay_seconds,accepted_beat_limiter_joints,target_max_joint_speed_rad_s,output_max_joint_speed_rad_s,output_max_joint_acceleration_rad_s2,limiter_activated_joints,limiter_activation_rate,collision_override,limiter_enabled,terminal_safe_idle_active,ready_pool_size,ready_motion_ids,failed_motion_ids,motion_load_ms,motion_grounding_ms,entry_feature_ms,motion_fully_ready_ms,match_state,match_confidence,match_rejection_reason,beat_quality,signal_rms,dynamic_range_db,negative_style_score,top_genre,top_genre_score,track_margin,motion_margin,ranked_tracks,ranked_motions,query_tags,current_motion_cluster_id,pending_motion_cluster_id,top_track_id,top_track_score,top_motion_id,top_motion_score,query_bpm
0.000000,-0.998328200,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.000000000,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.415788710,right_wrist_roll,0.000000000,,0.415788710,right_wrist_roll,0.000000000,,0.000000,0.000000,0.882814,0.000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.056000,0.070952900,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.022243910,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144630031,right_wrist_yaw,0.000119871,left_wrist_roll,0.144339185,right_wrist_yaw,0.000683115,right_wrist_yaw,-0.034361,0.117721,0.892781,-0.023691,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.226190,0.005629,15.802028,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.120000,0.137489700,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.023634423,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144592953,right_wrist_yaw,0.003107239,left_wrist_roll,0.144339185,right_wrist_yaw,0.000000000,right_wrist_pitch,-0.034361,0.117721,0.892781,-0.023691,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.471979,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.152000,0.171055100,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.024335514,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144593234,right_wrist_yaw,0.000073180,left_wrist_roll,0.144339185,right_wrist_yaw,0.000000000,right_wrist_pitch,-0.034361,0.117721,0.892781,-0.023691,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.610556,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.216000,0.237601000,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.025713909,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144343849,right_wrist_yaw,0.012267738,left_wrist_roll,0.144339185,right_wrist_yaw,0.000000000,right_wrist_pitch,-0.034361,0.117721,0.892781,-0.023691,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.820749,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.280000,0.302188200,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.027075736,,0.000000,,,,,,,,,,0.500000,beat-sync,0.932702,1.000000,,-0.019772421,0.217209816,right_wrist_yaw,2.157437618,left_wrist_yaw,0.217209816,right_wrist_yaw,2.336133112,left_wrist_yaw,0.016088,0.093641,0.864276,-0.158154,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,9.642591,9.194508,449.009283,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.312000,0.335240100,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.027682726,,0.000000,,,,,,,,,,0.500000,beat-sync,0.866775,1.000000,,-0.019692190,0.191849685,right_wrist_yaw,0.981777012,left_wrist_pitch,0.191849685,right_wrist_yaw,1.058323429,left_wrist_pitch,0.026563,0.081826,0.863485,-0.176131,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,4.896023,4.656357,215.472163,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.376000,0.402170300,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.028776374,,0.000000,,,,,,,,,,0.500000,beat-sync,0.732785,1.000000,,-0.019389148,0.169568063,right_wrist_yaw,0.275848059,left_wrist_yaw,0.169568063,right_wrist_yaw,0.291375457,left_wrist_yaw,0.043659,0.063295,0.858201,-0.201545,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,6.078727,5.798653,96.345875,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.376000,0.418938300,beat_limiter_result,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.029020646,,0.000000,,,,,,,,,,0.500000,beat-sync,0.699274,1.000000,,-0.019284097,0.164914141,right_wrist_yaw,0.279235308,right_wrist_yaw,0.164914141,right_wrist_yaw,0.290921024,right_wrist_yaw,0.046458,0.059399,0.857967,-0.213231,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,0.000000000,,6.497882,6.193939,117.966117,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.408000,0.435402900,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.029250115,,0.000000,,,,,,,,,,0.500000,beat-sync,0.666232,1.000000,,-0.019169138,0.160869613,right_wrist_yaw,0.270275290,left_wrist_yaw,0.160869613,right_wrist_yaw,0.286331015,left_wrist_yaw,0.048701,0.055890,0.857836,-0.223721,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,0.000000000,,6.404248,6.118696,35.113611,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
