audio_time_seconds,wall_time_seconds,event,current_motion_id,pending_motion_id,preferred_motion_id,transition_motion_id,fallback_reason,current_phase,transition_phase,transition_blend,transition_reason,entry_phase,entry_total_score,entry_pose_score,entry_velocity_score,entry_contact_score,entry_root_score,entry_music_score,entry_remaining_seconds,transition_duration_seconds,motion_timing,speed_multiplier,target_speed_multiplier,transition_speed_multiplier,phase_correction_remaining,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_rad_s,raw_max_wrist_speed_joint,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_rad_s,output_max_wrist_speed_joint,root_x,root_y,root_z,root_yaw,switch_anchor_xy_delta_m,switch_anchor_z_delta_m,switch_anchor_yaw_delta_rad,post_switch_xy_delta_m,post_switch_z_delta_m,post_switch_yaw_delta_rad,accepted_beat_time_seconds,accepted_beat_pose_error_rad,accepted_beat_delay_seconds,accepted_beat_limiter_joints,target_max_joint_speed_rad_s,output_max_joint_speed_rad_s,output_max_joint_acceleration_rad_s2,limiter_activated_joints,limiter_activation_rate,collision_override,limiter_enabled,terminal_safe_idle_active,ready_pool_size,ready_motion_ids,failed_motion_ids,motion_load_ms,motion_grounding_ms,entry_feature_ms,motion_fully_ready_ms,match_state,match_confidence,match_rejection_reason,beat_quality,signal_rms,dynamic_range_db,negative_style_score,top_genre,top_genre_score,track_margin,motion_margin,ranked_tracks,ranked_motions,query_tags,current_motion_cluster_id,pending_motion_cluster_id,top_track_id,top_track_score,top_motion_id,top_motion_score,query_bpm
0.000000,-0.998471700,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.000000000,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.415788710,right_wrist_roll,0.000000000,,0.415788710,right_wrist_roll,0.000000000,,0.000000,0.000000,0.882814,0.000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.056000,0.070773700,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.022245348,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144628574,right_wrist_yaw,0.000050083,left_wrist_roll,0.144345499,right_wrist_yaw,0.001458845,right_wrist_yaw,-0.034489,0.117827,0.892425,-0.023051,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.167285,0.008272,16.674175,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.120000,0.137344900,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.023630210,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144592183,right_wrist_yaw,0.003066021,left_wrist_roll,0.144345499,right_wrist_yaw,0.000000000,left_wrist_yaw,-0.034489,0.117827,0.892425,-0.023051,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.412448,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.152000,0.172148000,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.024331609,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144592565,right_wrist_yaw,0.000084050,left_wrist_roll,0.144345499,right_wrist_yaw,0.000000000,left_wrist_yaw,-0.034489,0.117827,0.892425,-0.023051,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.511635,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.216000,0.237810000,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.025722304,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144675109,right_wrist_yaw,0.021725883,left_wrist_yaw,0.144345499,right_wrist_yaw,0.000000000,left_wrist_yaw,-0.034489,0.117827,0.892425,-0.023051,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.751013,0.000000,0.000000,,0.000000000,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.280000,0.302544200,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.027095965,,0.000000,,,,,,,,,,0.500000,beat-sync,0.967748,1.000000,,-0.020157970,0.216389387,right_wrist_yaw,2.087065528,left_wrist_yaw,0.216389387,right_wrist_yaw,2.322135282,left_wrist_yaw,0.016422,0.093216,0.864257,-0.159454,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.280000,0.000000000,,,9.815430,9.341243,431.504113,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.312000,0.318871100,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.027420793,,0.000000,,,,,,,,,,0.500000,beat-sync,0.934399,1.000000,,-0.020135165,0.200229908,right_wrist_yaw,0.969568751,right_wrist_yaw,0.200229908,right_wrist_yaw,1.037007418,right_wrist_yaw,0.021624,0.086612,0.864201,-0.172962,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.280000,0.000000000,,,4.316606,4.119397,663.741921,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.376000,0.385572800,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.028607830,,0.000000,,,,,,,,,,0.500000,beat-sync,0.800542,1.000000,,-0.019926894,0.172181890,right_wrist_yaw,0.377160835,left_wrist_yaw,0.172181890,right_wrist_yaw,0.384630356,left_wrist_yaw,0.041186,0.066008,0.858448,-0.197007,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.280000,0.000000000,,,6.911854,6.600084,73.522652,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.408000,0.418656800,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.029124400,,0.000000,,,,,,,,,,0.500000,beat-sync,0.734560,1.000000,,-0.019755672,0.162740311,right_wrist_yaw,0.315521661,right_wrist_yaw,0.162740311,right_wrist_yaw,0.342267097,right_wrist_yaw,0.047505,0.057751,0.857891,-0.219123,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.280000,0.000000000,,,7.341133,6.989308,160.558714,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.408000,0.435234000,beat_limiter_result,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.029368096,,0.000000,,,,,,,,,,0.500000,beat-sync,0.701220,1.000000,,-0.019651837,0.160022428,right_wrist_yaw,0.515428009,left_wrist_yaw,0.160022428,right_wrist_yaw,0.544048209,left_wrist_yaw,0.049728,0.054318,0.857833,-0.224763,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.280000,0.000000000,0.000000000,,6.573842,6.259592,44.004977,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
