audio_time_seconds,wall_time_seconds,event,current_motion_id,pending_motion_id,preferred_motion_id,transition_motion_id,fallback_reason,current_phase,transition_phase,transition_blend,transition_reason,entry_phase,entry_total_score,entry_pose_score,entry_velocity_score,entry_contact_score,entry_root_score,entry_music_score,entry_remaining_seconds,transition_duration_seconds,motion_timing,speed_multiplier,target_speed_multiplier,transition_speed_multiplier,phase_correction_remaining,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_rad_s,raw_max_wrist_speed_joint,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_rad_s,output_max_wrist_speed_joint,root_x,root_y,root_z,root_yaw,switch_anchor_xy_delta_m,switch_anchor_z_delta_m,switch_anchor_yaw_delta_rad,post_switch_xy_delta_m,post_switch_z_delta_m,post_switch_yaw_delta_rad,accepted_beat_time_seconds,accepted_beat_pose_error_rad,accepted_beat_delay_seconds,accepted_beat_limiter_joints,target_max_joint_speed_rad_s,output_max_joint_speed_rad_s,output_max_joint_acceleration_rad_s2,limiter_activated_joints,limiter_activation_rate,collision_override,limiter_enabled,terminal_safe_idle_active,ready_pool_size,ready_motion_ids,failed_motion_ids,motion_load_ms,motion_grounding_ms,entry_feature_ms,motion_fully_ready_ms,match_state,match_confidence,match_rejection_reason,beat_quality,signal_rms,dynamic_range_db,negative_style_score,top_genre,top_genre_score,track_margin,motion_margin,ranked_tracks,ranked_motions,query_tags,current_motion_cluster_id,pending_motion_cluster_id,top_track_id,top_track_score,top_motion_id,top_motion_score,query_bpm
0.000000,-0.998303500,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.000000000,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.415788710,right_wrist_roll,0.000000000,,0.415788710,right_wrist_roll,0.000000000,,0.000000,0.000000,0.882814,0.000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000000,0.000000,0.000000,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.056000,0.070166500,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.022239955,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144628387,right_wrist_yaw,0.000135470,left_wrist_roll,0.144325207,right_wrist_yaw,0.000000000,right_wrist_pitch,-0.034283,0.117634,0.893079,-0.024185,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.401289,0.000000,0.062043,,0.003502155,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.120000,0.137944800,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.023635695,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144591890,right_wrist_yaw,0.006145953,left_wrist_roll,0.144325207,right_wrist_yaw,0.000000000,right_wrist_pitch,-0.034283,0.117634,0.893079,-0.024185,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.955269,0.000000,0.000000,,0.003296146,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.152000,0.170060400,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.024325391,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144592309,right_wrist_yaw,0.000224002,right_wrist_roll,0.144325207,right_wrist_yaw,0.000000000,right_wrist_pitch,-0.034283,0.117634,0.893079,-0.024185,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,1.522516,0.000000,0.000000,,0.003201970,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.216000,0.228674000,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.025544871,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.144367924,right_wrist_yaw,0.018674463,left_wrist_roll,0.144325207,right_wrist_yaw,0.000000000,right_wrist_pitch,-0.034283,0.117634,0.893079,-0.024185,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,1.449596,0.000000,0.000000,,0.003049496,1,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.280000,0.293958800,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.026909942,,0.000000,,,,,,,,,,0.500000,beat-sync,0.932618,1.000000,,-0.019605748,0.223899351,right_wrist_yaw,2.359547263,left_wrist_yaw,0.223899351,right_wrist_yaw,2.444569386,left_wrist_yaw,0.013351,0.097121,0.864431,-0.147509,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,9.630795,8.822827,683.628698,,0.005561735,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.312000,0.318996300,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.027376926,,0.000000,,,,,,,,,,0.500000,beat-sync,0.882808,1.000000,,-0.019553517,0.202421165,right_wrist_yaw,0.961794555,left_wrist_pitch,0.202421165,right_wrist_yaw,0.998412326,left_wrist_pitch,0.020923,0.087503,0.864207,-0.171183,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,,,4.608486,4.223766,359.451480,,0.005456133,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.312000,0.335508400,beat_limiter_result,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.027671608,,0.000000,,,,,,,,,,0.500000,beat-sync,0.849863,1.000000,,-0.019504786,0.192191063,right_wrist_yaw,0.989367664,left_wrist_pitch,0.192191063,right_wrist_yaw,1.090803680,left_wrist_pitch,0.026348,0.082025,0.863520,-0.176050,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,0.000000000,,5.240700,4.742961,166.459182,,0.005387931,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.376000,0.385566300,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.028499800,,0.000000,,,,,,,,,,0.500000,beat-sync,0.749455,1.000000,,-0.019286340,0.173852302,right_wrist_yaw,0.391137635,left_wrist_yaw,0.173852302,right_wrist_yaw,0.413781409,left_wrist_yaw,0.039601,0.067747,0.858616,-0.194103,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,0.000000000,,6.878319,6.270188,33.554516,,0.005193187,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
0.408000,0.418972300,,gWA_sFM_cAll_d25_mWA0_ch01,,,,,0.028992725,,0.000000,,,,,,,,,,0.500000,beat-sync,0.682635,1.000000,,-0.019082735,0.165466118,right_wrist_yaw,0.304303059,right_wrist_yaw,0.165466118,right_wrist_yaw,0.339372451,right_wrist_yaw,0.046176,0.059843,0.857988,-0.211646,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.248000,0.000000000,0.000000000,,7.241412,6.576956,255.387780,,0.005070994,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,WA:v1:k1:r0,,,,,,
